program_scope,tier,award_identity_key,usaspending_award_id,awarded_on,recipient,title,reason_codes,signals,canonical_recipient_match,story_linked,live_recipient_name,live_parent_recipient_name,existing_final_tier,existing_review_status
"spacex","excluded","award:3064858502","3064858502","2021-02-22","DRAGON PARK LLC","TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.","disallowed_award_family","","false","false","","","","unreviewed"
"blue-origin","excluded","award:1574278506","1574278506","2021-02-19","BLUE MOON YOGA, LLC","TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:1362498500","1362498500","2021-02-18","DRAGON CITY INC.","TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:8777238409","8777238409","2021-02-13","HORSE & DRAGON BREWING COMPANY LLC","TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:7822518405","7822518405","2021-02-12","DRAGONFLY SCI INC.","TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.","disallowed_award_family","","false","false","","","","unreviewed"
"blue-origin","excluded","award:6486228407","6486228407","2021-02-10","BLUE MOON DINER LLC","TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:4695118406","4695118406","2021-02-06","NEW DRAGON WALL INC","TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:4752148401","4752148401","2021-02-06","HOUSE OF DRAGON INC.","TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:3881248409","3881248409","2021-02-05","STARSHIP INC.","TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:3106008406","3106008406","2021-02-04","NINE DRAGON GLOBAL LOGISTICS CORP.","TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:2544938409","2544938409","2021-02-03","DRAGON TREE INC.","TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.","disallowed_award_family","","false","false","","","","unreviewed"
"blue-origin","excluded","award:2558078401","2558078401","2021-02-03","BLUE MOON CLEANING SERVICES INC","TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:1781318410","1781318410","2021-02-02","GOLDEN DRAGON CHINESE RESTAURANT INC","TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:1525068408","1525068408","2021-02-02","DRAGONFLY LEARNING CENTER LLC","TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:9926548309","9926548309","2021-02-01","DRAGON TECHNOLOGIES INC","TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:9125468309","9125468309","2021-01-30","DRAGONFLY ACADEMY LLC","TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.","disallowed_award_family","","false","false","","","","unreviewed"
"blue-origin","excluded","award:8407138308","8407138308","2021-01-29","BLUE MOON PEST CONTROL LLC","TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:7778718310","7778718310","2021-01-28","DRAGON GYM LEGACY INC","TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.","disallowed_award_family","","false","false","","","","unreviewed"
"blue-origin","excluded","award:7041908303","7041908303","2021-01-27","BLUE MOON SPORTSWESEAR INC","TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:6557708309","6557708309","2021-01-27","MICHAEL G DRAGON DDS LLC","TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:6055648304","6055648304","2021-01-26","MICHAEL F DRAGONJAC DMD LLC","TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:3443938306","3443938306","2021-01-23","GOLDEN DRAGON BUFFET AR INC","TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.","disallowed_award_family","","false","false","","","","unreviewed"
"blue-origin","excluded","award:4554818204","4554818204","2020-08-17","BLUE MOON CAFE LIGHT STREET LLC","TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:6335338201","6335338201","2020-08-17","DRAGON MOTORSPORTS, INC","TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:6192288201","6192288201","2020-08-11","DRAGONSPORTS USA INC.","TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:5112158204","5112158204","2020-08-07","DRAGON ROAR PRODUCTIONS","TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:8842108108","8842108108","2020-07-27","DRAGONFLY LOGISTICS LLC","TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:7710668105","7710668105","2020-07-24","DRAGON CHINA BUFFET INC","TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:7644608110","7644608110","2020-07-23","TWIN DRAGON BUFFET INC","TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:6535758105","6535758105","2020-07-22","DENT DRAGON INC","TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS","disallowed_award_family","","false","false","","","","unreviewed"
"blue-origin","excluded","award:4846168103","4846168103","2020-07-17","BLUE MOON CAFE","TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:fa302020f0057","FA302020F0057","2020-07-14","FALLEN DRAGON STUDIOS, LLC","120-64GB OCULUS QUEST GOGGLES","no_company_support_signal","","false","false","","","","unreviewed"
"spacex","excluded","award:2604758101","2604758101","2020-07-13","USA DRAGON RHYTHM CULTURE, LLC","TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:75d30120p08773","75D30120P08773","2020-07-09","SPT LABTECH LIMITED","DRAGONFLY DISCOVERY","no_company_support_signal","","false","false","","","","unreviewed"
"spacex","excluded","award:1301458103","1301458103","2020-07-09","DRAGON LONG","TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:8262628006","8262628006","2020-07-03","DRAGON ONE LLC","TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:na20nmf4740239","NA20NMF4740239","2020-07-01","RHODE ISLAND. DEPARTMENT OF ENVIRONMENTAL MANAGEMENT","VOICE RECOGNITION USING DRAGON SPEECH WITHIN DOCKSIDE INTERCEPTOR APPLICATION (DIA), RHODE ISLAND","no_company_support_signal","dragon","false","false","","","","unreviewed"
"blue-origin","excluded","award:6412478006","6412478006","2020-06-30","BLUE MOON SPA & WELLNESS CENTER LLC","TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS","disallowed_award_family","","false","false","","","","unreviewed"
"blue-origin","excluded","award:5991208005","5991208005","2020-06-29","BLUE MOON OILFIELD SERVICES LLC","TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:5127158000","5127158000","2020-06-27","ZHENG GOLDEN DRAGON, INC.","TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:4755048009","4755048009","2020-06-26","DRAGON DEVELOPMENT LLC","TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:3863758002","3863758002","2020-06-25","STARSHIP TRANSPORT","TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:5727907705","5727907705","2020-06-23","DRAGON MARTIAL ARTS INC","TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.","disallowed_award_family","","false","false","","","","unreviewed"
"blue-origin","excluded","award:9837947901","9837947901","2020-06-20","BLUE MOON ENTERPRISES, INC.","TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:8006967901","8006967901","2020-06-18","FUJI DRAGON OGDEN, INC","TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:6823587906","6823587906","2020-06-17","DRAGONFLY WELLNESS","TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:3908007902","3908007902","2020-06-16","DRAGON KING LLC","TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:3809217900","3809217900","2020-06-16","TWO DRAGONS MARTIAL ARTS, INC","TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:1828277903","1828277903","2020-06-11","DRAGONS SPRINGS WELLNESS","TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:8639237807","8639237807","2020-06-06","DRAGON TRANSPORT LLC","TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:7917267801","7917267801","2020-06-05","MING DRAGON EXPRESS INC","TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:7327517804","7327517804","2020-06-03","MAJESTIC DRAGON RESTAURANT","TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:6348777806","6348777806","2020-06-01","DRAGONFLY TRANSPORT LLC","TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.","disallowed_award_family","","false","false","","","","unreviewed"
"blue-origin","excluded","award:5219677810","5219677810","2020-05-30","BLUE MOON ENTERTAINMENT","TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:4402037810","4402037810","2020-05-28","DRAGON INN RESTAURANT","TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:1094677709","1094677709","2020-05-28","INSPIRED FOODS, INC. DBA DRAGONFLY WINE","TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:3936527804","3936527804","2020-05-27","DRAGON PALACE","TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:3092547809","3092547809","2020-05-25","RED DRAGON MARTIAL ARTS LLC","TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:2814627807","2814627807","2020-05-25","BLUE DRAGON TAE KWON DO ACADEMY","TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:1801557806","1801557806","2020-05-22","TWIN DRAGON","TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.","disallowed_award_family","","false","false","","","","unreviewed"
"blue-origin","excluded","award:9313827409","9313827409","2020-05-20","BLUE MOON ELECTRONICS","TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:9317067403","9317067403","2020-05-20","DRAGON RESTAURANT","TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:9586737401","9586737401","2020-05-20","LONG DRAGON INC","TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:8879397405","8879397405","2020-05-19","SKY DRAGON LLC","TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:8416057401","8416057401","2020-05-18","DRAGON THERAPY SERVICES LLC","TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:6909787407","6909787407","2020-05-15","DESERT DRAGONS KENPO KARATE SC","TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:4138617709","4138617709","2020-05-11","JEFFREY F. DRAGON, PA-SBA SMALL 7A TERM","TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:3211357401","3211357401","2020-05-07","PLUM DRAGON HERBS, INC.","TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS","disallowed_award_family","","false","false","","","","unreviewed"
"blue-origin","excluded","award:7628797310","7628797310","2020-05-07","BLUE MOON CYCLE, INC","TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:9772787300","9772787300","2020-05-06","DRAGONFLY DATA FACTORY LLC","TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:1914487402","1914487402","2020-05-05","DRAGONLICIOUS, LLC","TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:1703197409","1703197409","2020-05-05","YM DRAGON INN INC","TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:9758347301","9758347301","2020-05-04","FORTUNE DRAGON INC DBA YENCHIM GARDEN","TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.","disallowed_award_family","","false","false","","","","unreviewed"
"blue-origin","excluded","award:4110277701","4110277701","2020-05-03","BLUE MOON INTERNATIONAL INC-SBA SMALL 7A TERM","TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:9745677710","9745677710","2020-05-03","SCREECH DRAGON STUDIOS LLC","TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.","disallowed_award_family","","false","false","","","","unreviewed"
"blue-origin","excluded","award:4038437706","4038437706","2020-05-03","BLUE MOON BENEFITS GROUP INC","TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:9672737702","9672737702","2020-05-03","MICHAEL F. DRAGONJAC DMD LLC","TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:6959017702","6959017702","2020-05-03","DRAGON RISES SCHOOL OF ORIENTAL MEDICINE LLC","TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:6100677709","6100677709","2020-05-03","RISING DRAGON INTERNATIONAL INC","TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:5116737703","5116737703","2020-05-03","WHITE DRAGON CLEANING, INC.","TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:9567507309","9567507309","2020-05-02","DRAGONFLY COLLECTIVE INC.","TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:2244277708","2244277708","2020-05-02","DRAGON SPIRITS MARKETING INC.","TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:9188057000","9188057000","2020-05-02","DRAGON FOOD MANAGEMENT, LLC","TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.","disallowed_award_family","","false","false","","","","unreviewed"
"blue-origin","excluded","award:8812507309","8812507309","2020-05-02","BLUE MOON SERVICES, LLC","TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:2891447707","2891447707","2020-05-02","INDIGO DRAGONS L.L.C.","TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:7790947305","7790947305","2020-05-02","DRAGONFLY BRANDS CORP","TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:8478547303","8478547303","2020-05-02","GOLDEN DRAGON","TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:2894087701","2894087701","2020-05-02","DRAGONFLY AUTOMOTIVE, INC","TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:8955467307","8955467307","2020-05-02","KONG DRAGON CAPITAL INVESTMENT INC","TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.","disallowed_award_family","","false","false","","","","unreviewed"
"blue-origin","excluded","award:2308507705","2308507705","2020-05-02","SANHA INC DBA BLUE MOON REALTY OR PEBBLE BEACH REA","TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:5576117303","5576117303","2020-04-30","BLACK DRAGON DEVELOPMENT, LLC","TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:7026567303","7026567303","2020-04-30","DRAGON GATE INVESTMENT INC","TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:1294347306","1294347306","2020-04-29","STARLINK CONSOLIDATION SERVICE, INC.","TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.","disallowed_award_family","","false","false","","","","unreviewed"
"blue-origin","excluded","award:5594387209","5594387209","2020-04-28","BLUE MOON SCREENPRINTING, INC.","TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:5702207210","5702207210","2020-04-28","DANCING DRAGONS","TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:9730717205","9730717205","2020-04-28","DRAGONTEK INTERNATIONAL, INC.","TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:7814907201","7814907201","2020-04-28","DRAGON HOSPITALITY GROUP, LLC","TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:8956557203","8956557203","2020-04-28","DRAGON CITY INC.","TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:5681597102","5681597102","2020-04-28","DRAGON CONES INC.","TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:9163897205","9163897205","2020-04-28","TWIN DRAGONS OF BREVARD LLC","TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:3382417204","3382417204","2020-04-22","DRAGON FIRE LLC","TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:3267337209","3267337209","2020-04-20","DRAGON PARLOR GAMES, LLC","TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:8471017109","8471017109","2020-04-15","DRAGONFLY SUPPLY, LLC","TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:1315107206","1315107206","2020-04-15","DRAGON PLUMBING, INC.","TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:9589987107","9589987107","2020-04-15","DIGITAL DRAGON LAB LLC","TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:8553107105","8553107105","2020-04-15","HARP & DRAGON,LLC","TO AID SMALL BUSINESSES IN MAINTAINING WORK FORCE DURING COVID-19 PANDEMIC.","disallowed_award_family","","false","false","","","","unreviewed"
